"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"502";"2025-05-05 18:40:13";"Upper";"2620";"Standing Machine Lateral Raise ";"3";"";"";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Incline Bench Press (Dumbbell)";"1";"22.6796185";"8";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Incline Bench Press (Dumbbell)";"2";"22.6796185";"12";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Incline Bench Press (Dumbbell)";"3";"22.6796185";"6";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Incline Bench Press (Dumbbell)";"WARM_UP";"11.33980925";"11";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Incline Bench Press (Dumbbell)";"WARM_UP";"18.143694800000002";"5";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Pull Up";"1";"77.58100128173828";"7";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Pull Up";"2";"77.58100128173828";"";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Pull Up";"3";"77.58100128173828";"12";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Iso-Lateral Row (Machine)";"1";"72.57477920000001";"8";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Iso-Lateral Row (Machine)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Iso-Lateral Row (Machine)";"2";"72.57477920000001";"7";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Chest Fly";"1";"40.8233133";"8";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Chest Fly";"2";"49.895160700000005";"8";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Standing Machine Lateral Raise ";"1";"27.2155422";"16";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Standing Machine Lateral Raise ";"2";"27.2155422";"16";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Preacher Curl (Machine)";"1";"13.6077711";"9";"";"";"";"";""
"503";"2025-05-08 15:57:51";"Upper";"4275";"Preacher Curl (Machine)";"2";"18.143694800000002";"9";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Pull Up";"1";"77.58100128173828";"13";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Pull Up";"2";"77.58100128173828";"9";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Incline Chest Press (Machine)";"1";"63.502931800000006";"6";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Incline Chest Press (Machine)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Incline Chest Press (Machine)";"WARM_UP";"22.6796185";"9";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Incline Chest Press (Machine)";"2";"72.57477920000001";"9";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Incline Chest Press (Machine)";"3";"72.57477920000001";"5";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Iso-Lateral Row (Machine)";"1";"72.57477920000001";"7";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Iso-Lateral Row (Machine)";"WARM_UP";"40.8233133";"8";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Iso-Lateral Row (Machine)";"2";"72.57477920000001";"11";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Chest Fly";"1";"45.359237";"8";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Chest Fly";"2";"49.895160700000005";"8";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Preacher Curl (Machine)";"1";"13.6077711";"8";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Preacher Curl (Machine)";"2";"18.143694800000002";"7";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Preacher Curl (Machine)";"WARM_UP";"13.6077711";"8";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Standing Machine Lateral Raise ";"1";"27.2155422";"14";"";"";"";"";""
"504";"2025-05-12 16:35:22";"Upper";"3002";"Standing Machine Lateral Raise ";"2";"27.2155422";"14";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Pull Up";"WARM_UP";"77.58100128173828";"8";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Pull Up";"1";"88.92081053173828";"6";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Pull Up";"WARM_UP";"77.58100128173828";"4";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Pull Up";"2";"88.92081053173828";"9";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Incline Chest Press (Machine)";"1";"63.502931800000006";"5";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Incline Chest Press (Machine)";"WARM_UP";"40.8233133";"7";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Incline Chest Press (Machine)";"WARM_UP";"22.6796185";"8";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Incline Chest Press (Machine)";"2";"72.57477920000001";"8";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Incline Chest Press (Machine)";"3";"72.57477920000001";"5";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Iso-Lateral Row (Machine)";"1";"72.57477920000001";"12";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Iso-Lateral Row (Machine)";"WARM_UP";"40.8233133";"8";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Iso-Lateral Row (Machine)";"2";"72.57477920000001";"9";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Chest Fly";"1";"45.359237";"9";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Chest Fly";"2";"49.895160700000005";"8";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Preacher Curl (Machine)";"1";"18.143694800000002";"10";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Preacher Curl (Machine)";"2";"13.6077711";"12";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Standing Machine Lateral Raise ";"1";"27.2155422";"18";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Standing Machine Lateral Raise ";"2";"27.2155422";"18";"";"";"";"";""
"505";"2025-05-15 16:13:09";"Upper";"5058";"Standing Machine Lateral Raise ";"3";"27.2155422";"18";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Seated Leg Curl (Machine)";"WARM_UP";"31.751465900000003";"8";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Seated Leg Curl (Machine)";"1";"49.895160700000005";"6";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Seated Leg Curl (Machine)";"WARM_UP";"40.8233133";"5";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Seated Leg Curl (Machine)";"2";"49.895160700000005";"8";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"WARM_UP";"11.33980925";"4";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"1";"40.8233133";"7";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"WARM_UP";"20.41165665";"3";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"2";"31.751465900000003";"7";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"3";"40.8233133";"5";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"WARM_UP";"31.751465900000003";"2";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Pendulum Squat";"WARM_UP";"0.0";"6";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Cable Crunch";"1";"58.9670081";"13";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Cable Crunch";"2";"58.9670081";"9";"";"";"";"";""
"506";"2025-05-18 11:53:00";"Lower ";"3253";"Cable Crunch";"3";"58.9670081";"12";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Pull Up";"1";"77.58100128173828";"4";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Pull Up";"2";"88.92081053173828";"4";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Pull Up";"3";"93.45673423173828";"7";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Pull Up";"WARM_UP";"77.58100128173828";"8";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Incline Chest Press (Machine)";"1";"72.57477920000001";"5";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Incline Chest Press (Machine)";"2";"72.57477920000001";"8";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Incline Chest Press (Machine)";"3";"63.502931800000006";"7";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Incline Chest Press (Machine)";"WARM_UP";"";"";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Incline Chest Press (Machine)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Incline Chest Press (Machine)";"WARM_UP";"63.502931800000006";"4";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Iso-Lateral Row (Machine)";"WARM_UP";"40.8233133";"9";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Iso-Lateral Row (Machine)";"1";"81.6466266";"8";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Iso-Lateral Row (Machine)";"2";"81.6466266";"8";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Iso-Lateral Row (Machine)";"3";"81.6466266";"9";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Iso-Lateral Row (Machine)";"4";"";"";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Chest Fly";"1";"546.1252134800001";"9";"";"";"";"";""
"507";"2025-05-19 16:37:00";"Upper";"4945";"Chest Fly";"2";"54.4310844";"9";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Incline Chest Press (Machine)";"1";"72.57477920000001";"5";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Incline Chest Press (Machine)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Incline Chest Press (Machine)";"2";"72.57477920000001";"9";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Incline Chest Press (Machine)";"WARM_UP";"63.502931800000006";"4";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Incline Chest Press (Machine)";"3";"72.57477920000001";"7";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Incline Chest Press (Machine)";"WARM_UP";"22.6796185";"10";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Pull Up";"1";"88.92081053173828";"7";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Pull Up";"2";"93.45673423173828";"7";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Pull Up";"3";"88.92081053173828";"5";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Pull Up";"WARM_UP";"77.58100128173828";"5";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Pull Up";"WARM_UP";"77.58100128173828";"8";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Chest Fly";"1";"49.895160700000005";"5";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Chest Fly";"2";"49.895160700000005";"7";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Chest Fly";"3";"";"";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Iso-Lateral Row (Machine)";"WARM_UP";"40.8233133";"8";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Iso-Lateral Row (Machine)";"1";"81.6466266";"9";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Iso-Lateral Row (Machine)";"2";"81.6466266";"9";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Standing Machine Lateral Raise ";"1";"27.2155422";"16";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Standing Machine Lateral Raise ";"2";"27.2155422";"15";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Standing Machine Lateral Raise ";"3";"27.2155422";"15";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Preacher Curl (Machine)";"1";"18.143694800000002";"11";"";"";"";"";""
"508";"2025-05-22 16:44:53";"Upper";"4450";"Preacher Curl (Machine)";"2";"13.6077711";"9";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Pull Up";"1";"77.58100128173828";"9";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Pull Up";"2";"93.45673423173828";"8";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Pull Up";"WARM_UP";"77.58100128173828";"10";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Pull Up";"3";"77.58100128173828";"";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Pull Up";"WARM_UP";"77.58100128173828";"3";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Chest Fly";"1";"";"";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Chest Fly";"2";"54.4310844";"8";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Standing Machine Lateral Raise ";"1";"27.2155422";"20";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Standing Machine Lateral Raise ";"2";"27.2155422";"20";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Incline Chest Press (Machine)";"1";"";"";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Incline Chest Press (Machine)";"2";"72.57477920000001";"8";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Incline Chest Press (Machine)";"3";"72.57477920000001";"6";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Incline Chest Press (Machine)";"WARM_UP";"";"";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Incline Chest Press (Machine)";"WARM_UP";"";"";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Incline Chest Press (Machine)";"WARM_UP";"";"";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Preacher Curl (Machine)";"1";"18.143694800000002";"11";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Preacher Curl (Machine)";"2";"18.143694800000002";"6";"";"";"";"";""
"509";"2025-05-27 17:35:46";"Upper";"4746";"Preacher Curl (Machine)";"3";"18.143694800000002";"8";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Decline Ring Push-up";"1";"";"7";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Decline Ring Push-up";"2";"";"";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Decline Ring Push-up";"3";"";"6";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Pull Up";"1";"77.58100128173828";"8";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Pull Up";"2";"77.58100128173828";"11";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Pull Up";"WARM_UP";"77.58100128173828";"";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Ring Dip";"1";"77.58100128173828";"5";"";"";"";"";""
"510";"2025-05-29 16:44:51";"Afternoon Workout";"2627";"Ring Dip";"2";"77.58100128173828";"5";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Decline Ring Push-up";"1";"";"8";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Decline Ring Push-up";"2";"";"7";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Decline Ring Push-up";"3";"";"4";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Pull Up";"1";"75.96200561523438";"4";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Pull Up";"2";"75.96200561523438";"6";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Pull Up";"3";"75.96200561523438";"12";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Ring Dip";"1";"75.96200561523438";"3";"";"";"";"";""
"511";"2025-06-02 17:53:13";"Afternoon Workout";"1428";"Ring Dip";"2";"75.96200561523438";"5";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Seated Leg Curl (Machine)";"1";"";"";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Seated Leg Curl (Machine)";"2";"40.8233133";"15";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Seated Leg Curl (Machine)";"3";"49.895160700000005";"7";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Seated Leg Curl (Machine)";"WARM_UP";"22.6796185";"10";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Seated Leg Curl (Machine)";"WARM_UP";"31.751465900000003";"8";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"1";"31.751465900000003";"4";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"WARM_UP";"0.0";"6";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"WARM_UP";"20.41165665";"3";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"WARM_UP";"31.751465900000003";"2";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"2";"40.8233133";"9";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"WARM_UP";"11.33980925";"4";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Pendulum Squat";"3";"40.8233133";"5";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Cable Crunch";"1";"58.9670081";"11";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Cable Crunch";"2";"58.9670081";"9";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Cable Crunch";"3";"63.502931800000006";"10";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Standing Calf Raise (Machine)";"1";"181.436948";"7";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Standing Calf Raise (Machine)";"2";"181.436948";"10";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Standing Calf Raise (Machine)";"3";"163.2932532";"7";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Standing Machine Lateral Raise ";"1";"27.2155422";"15";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Standing Machine Lateral Raise ";"2";"27.2155422";"15";"";"";"";"";""
"512";"2025-06-07 13:09:53";"Lower ";"3759";"Standing Machine Lateral Raise ";"3";"27.2155422";"15";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Chest Press (Machine)";"1";"72.57477920000001";"9";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Chest Press (Machine)";"2";"63.502931800000006";"5";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Chest Press (Machine)";"WARM_UP";"63.502931800000006";"5";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Chest Press (Machine)";"WARM_UP";"40.8233133";"8";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Chest Press (Machine)";"3";"72.57477920000001";"5";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Lateral Raise (Cable)";"1";"13.6077711";"12";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Lateral Raise (Cable)";"2";"13.6077711";"11";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Bench Press (Dumbbell)";"WARM_UP";"11.33980925";"6";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Bench Press (Dumbbell)";"1";"";"";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Bench Press (Dumbbell)";"2";"20.41165665";"8";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Bench Press (Dumbbell)";"3";"22.6796185";"7";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Incline Bench Press (Dumbbell)";"WARM_UP";"15.875732950000002";"4";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Standing Machine Lateral Raise ";"1";"27.2155422";"10";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Standing Machine Lateral Raise ";"2";"27.2155422";"10";"";"";"";"";""
"513";"2025-06-09 16:26:05";"Monday - Push ";"2627";"Standing Machine Lateral Raise ";"3";"31.751465900000003";"10";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Seated Leg Curl (Machine)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Seated Leg Curl (Machine)";"WARM_UP";"31.751465900000003";"6";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Seated Leg Curl (Machine)";"1";"49.895160700000005";"8";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Seated Leg Curl (Machine)";"2";"";"";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Seated Leg Curl (Machine)";"3";"58.9670081";"5";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"WARM_UP";"20.41165665";"4";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"1";"40.8233133";"1";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"WARM_UP";"11.33980925";"5";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"2";"40.8233133";"6";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"WARM_UP";"31.751465900000003";"3";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"WARM_UP";"0.0";"7";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Pendulum Squat";"3";"45.359237";"7";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Standing Machine Lateral Raise ";"1";"27.2155422";"13";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Standing Machine Lateral Raise ";"2";"27.2155422";"12";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Standing Machine Lateral Raise ";"3";"";"";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Cable Crunch";"1";"63.502931800000006";"13";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Cable Crunch";"2";"63.502931800000006";"14";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Hanging Leg Raise";"1";"74.91800689697266";"5";"";"";"";"";""
"514";"2025-06-11 16:49:59";"Wednesday - Legs ";"2531";"Hanging Leg Raise";"2";"74.91800689697266";"3";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Pull Up";"WARM_UP";"74.91800689697266";"3";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Pull Up";"1";"90.79373984697266";"5";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Pull Up";"2";"74.91800689697266";"10";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Pull Up";"3";"90.79373984697266";"8";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Pull Up";"WARM_UP";"74.91800689697266";"8";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Iso-Lateral Row (Machine)";"WARM_UP";"40.8233133";"8";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Iso-Lateral Row (Machine)";"1";"81.6466266";"8";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Iso-Lateral Row (Machine)";"2";"81.6466266";"7";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Iso-Lateral Row (Machine)";"3";"81.6466266";"9";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Preacher Curl (Machine)";"WARM_UP";"";"";"";"";"";"";""
"515";"2025-06-12 17:14:10";"Tuesday - Pull ";"3455";"Preacher Curl (Machine)";"WARM_UP";"13.6077711";"7";"";"";"";"";""
