"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"37";"2022-08-04 14:31:28";"Push";"3101";"Chest Dip";"3";"68.356370159";"7";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Overhead Press (Dumbbell)";"1";"12.473790175000001";"9";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Overhead Press (Dumbbell)";"2";"12.473790175000001";"8";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Overhead Press (Dumbbell)";"3";"12.473790175000001";"11";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Bench Press (Dumbbell)";"1";"13.6077711";"8";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Bench Press (Dumbbell)";"2";"13.6077711";"11";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Bench Press (Dumbbell)";"3";"13.6077711";"13";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Cable Y Raise";"1";"4.535923700000001";"6";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Cable Y Raise";"2";"4.535923700000001";"8";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Cable Y Raise";"3";"4.535923700000001";"12";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Lat Pulldown (Cable)";"1";"54.4310844";"10";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Lat Pulldown (Cable)";"2";"54.4310844";"12";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Lat Pulldown (Cable)";"3";"54.4310844";"8";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Seated Row (Cable)";"1";"31.751465900000003";"10";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Seated Row (Cable)";"2";"45.359237";"8";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Seated Row (Cable)";"3";"38.55535145";"9";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Knelt Pulldown";"1";"19.277675725";"12";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Knelt Pulldown";"2";"22.6796185";"9";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Knelt Pulldown";"3";"19.277675725";"10";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Brutal Biceps";"1";"7.030681735";"17";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Brutal Biceps";"2";"5.669904625";"12";"";"";"";"";""
"38";"2022-08-05 10:21:49";"Pull";"3081";"Brutal Biceps";"3";"6.35029318";"11";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Chest Dip";"1";"68.356370159";"8";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Chest Dip";"3";"68.356370159";"11";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Bench Press (Dumbbell)";"1";"13.6077711";"14";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Bench Press (Dumbbell)";"2";"13.6077711";"12";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Bench Press (Dumbbell)";"3";"13.6077711";"11";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Cable Y Raise";"1";"4.082331330000001";"5";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Cable Y Raise";"2";"4.082331330000001";"9";"";"";"";"";""
"39";"2022-08-08 17:08:20";"Push";"1904";"Cable Y Raise";"3";"4.762719885";"7";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Lat Pulldown (Cable)";"1";"54.4310844";"12";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Lat Pulldown (Cable)";"2";"54.4310844";"8";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Lat Pulldown (Cable)";"3";"54.4310844";"7";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Knelt Pulldown";"1";"22.906414685";"9";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Knelt Pulldown";"2";"22.906414685";"8";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Knelt Pulldown";"3";"22.906414685";"12";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Seated Row (Cable)";"1";"38.55535145";"8";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Seated Row (Cable)";"2";"38.55535145";"8";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Seated Row (Cable)";"3";"38.55535145";"9";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Brutal Biceps";"1";"7.030681735";"10";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Brutal Biceps";"2";"7.030681735";"11";"";"";"";"";""
"40";"2022-08-09 16:15:40";"Pull";"3278";"Brutal Biceps";"3";"7.030681735";"16";"";"";"";"";""
"41";"2022-08-15 17:28:09";"Push";"1719";"Chest Dip";"1";"68.356370159";"9";"";"";"";"";""
"41";"2022-08-15 17:28:09";"Push";"1719";"Chest Dip";"2";"68.356370159";"11";"";"";"";"";""
"41";"2022-08-15 17:28:09";"Push";"1719";"Chest Dip";"3";"68.356370159";"7";"";"";"";"";""
"41";"2022-08-15 17:28:09";"Push";"1719";"Overhead Press (Dumbbell)";"1";"12.473790175000001";"5";"";"";"";"";""
"41";"2022-08-15 17:28:09";"Push";"1719";"Overhead Press (Dumbbell)";"2";"12.473790175000001";"9";"";"";"";"";""
"41";"2022-08-15 17:28:09";"Push";"1719";"Overhead Press (Dumbbell)";"3";"12.473790175000001";"12";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Lat Pulldown (Cable)";"1";"54.884676770000006";"10";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Lat Pulldown (Cable)";"2";"54.884676770000006";"8";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Lat Pulldown (Cable)";"3";"54.884676770000006";"12";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"T Bar Row";"1";"20.41165665";"11";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"T Bar Row";"2";"20.41165665";"10";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"T Bar Row";"3";"20.41165665";"12";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Knelt Pulldown";"1";"18.143694800000002";"10";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Knelt Pulldown";"2";"18.143694800000002";"10";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Knelt Pulldown";"3";"22.6796185";"7";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Brutal Biceps";"1";"6.80388555";"12";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Brutal Biceps";"2";"6.80388555";"7";"";"";"";"";""
"42";"2022-08-16 16:34:54";"Pull";"3079";"Brutal Biceps";"3";"6.80388555";"19";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Chest Dip";"1";"68.356370159";"10";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Chest Dip";"3";"68.356370159";"11";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Incline Chest Press (Machine)";"1";"22.6796185";"12";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Incline Chest Press (Machine)";"2";"22.6796185";"9";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Incline Chest Press (Machine)";"3";"22.6796185";"6";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Bench Press (Dumbbell)";"1";"14.741752025";"12";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Bench Press (Dumbbell)";"2";"14.741752025";"7";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Bench Press (Dumbbell)";"3";"14.741752025";"10";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Cable Y Raise";"1";"4.535923700000001";"9";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Cable Y Raise";"2";"4.535923700000001";"6";"";"";"";"";""
"43";"2022-08-18 16:49:50";"Push";"2787";"Cable Y Raise";"3";"4.535923700000001";"9";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Lat Pulldown (Cable)";"1";"54.884676770000006";"8";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Lat Pulldown (Cable)";"2";"54.884676770000006";"14";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Lat Pulldown (Cable)";"3";"54.884676770000006";"12";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"T Bar Row";"1";"22.6796185";"11";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"T Bar Row";"2";"22.6796185";"10";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"T Bar Row";"3";"22.6796185";"9";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Knelt Pulldown";"1";"20.41165665";"9";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Knelt Pulldown";"2";"20.41165665";"9";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Knelt Pulldown";"3";"22.6796185";"7";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Brutal Biceps";"1";"6.80388555";"18";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Brutal Biceps";"2";"6.80388555";"9";"";"";"";"";""
"44";"2022-08-19 15:40:16";"Pull";"2883";"Brutal Biceps";"3";"6.80388555";"10";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Chest Dip";"1";"68.356370159";"12";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Chest Dip";"2";"68.356370159";"11";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Chest Dip";"3";"68.356370159";"8";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Overhead Press (Dumbbell)";"1";"13.6077711";"7";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Overhead Press (Dumbbell)";"2";"13.6077711";"9";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Overhead Press (Dumbbell)";"3";"13.6077711";"10";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Incline Chest Press (Machine)";"1";"22.6796185";"6";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Incline Chest Press (Machine)";"2";"22.6796185";"6";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Incline Chest Press (Machine)";"3";"22.6796185";"7";"";"";"";"";""
"45";"2022-08-25 15:40:36";"Push";"2244";"Cable Y Raise";"1";"3.9916128560000006";"12";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Lat Pulldown (Cable)";"1";"64.86370891";"9";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Lat Pulldown (Cable)";"2";"64.86370891";"7";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Lat Pulldown (Cable)";"3";"64.86370891";"9";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"T Bar Row";"1";"24.947580350000003";"9";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"T Bar Row";"2";"24.947580350000003";"8";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"T Bar Row";"3";"24.947580350000003";"8";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Knelt Pulldown";"1";"20.41165665";"10";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Knelt Pulldown";"2";"20.41165665";"9";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Knelt Pulldown";"3";"20.41165665";"7";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Brutal Biceps";"1";"6.80388555";"9";"";"";"";"";""
"46";"2022-08-26 15:44:29";"Pull";"3129";"Brutal Biceps";"2";"6.80388555";"18";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Chest Dip";"1";"68.356370159";"10";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Chest Dip";"3";"68.356370159";"13";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Overhead Press (Dumbbell)";"1";"14.741752025";"10";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Overhead Press (Dumbbell)";"2";"14.741752025";"8";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Overhead Press (Dumbbell)";"3";"14.741752025";"6";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Bench Press (Dumbbell)";"1";"15.875732950000002";"7";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Bench Press (Dumbbell)";"2";"15.875732950000002";"12";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Bench Press (Dumbbell)";"3";"15.875732950000002";"8";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Cross Cable Extension";"1";"6.80388555";"10";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Cross Cable Extension";"2";"6.80388555";"14";"";"";"";"";""
"47";"2022-08-29 16:19:01";"Push";"2884";"Cross Cable Extension";"3";"6.80388555";"12";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"Pull Up";"1";"68.356370159";"4";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"Pull Up";"2";"68.356370159";"5";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"Pull Up";"3";"68.356370159";"10";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"T Bar Row";"1";"24.947580350000003";"8";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"T Bar Row";"2";"24.947580350000003";"9";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"T Bar Row";"3";"24.947580350000003";"7";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"Brutal Biceps";"1";"6.80388555";"10";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"Brutal Biceps";"2";"6.80388555";"8";"";"";"";"";""
"48";"2022-08-30 15:35:51";"Pull";"2379";"Brutal Biceps";"3";"6.80388555";"18";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Chest Dip";"1";"68.356370159";"7";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Chest Dip";"2";"68.356370159";"11";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Chest Dip";"3";"68.356370159";"11";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Overhead Press (Dumbbell)";"1";"15.875732950000002";"8";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Overhead Press (Dumbbell)";"2";"15.875732950000002";"7";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Overhead Press (Dumbbell)";"3";"15.875732950000002";"6";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Incline Chest Press (Machine)";"1";"22.6796185";"10";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Incline Chest Press (Machine)";"2";"22.6796185";"8";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Incline Chest Press (Machine)";"3";"22.6796185";"8";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Cable Y Raise";"1";"4.535923700000001";"9";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Cable Y Raise";"2";"4.535923700000001";"7";"";"";"";"";""
"49";"2022-09-01 15:38:43";"Push";"2907";"Cable Y Raise";"3";"4.535923700000001";"9";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Lat Pulldown (Cable)";"1";"64.86370891";"10";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Lat Pulldown (Cable)";"2";"64.86370891";"7";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Lat Pulldown (Cable)";"3";"64.86370891";"9";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"T Bar Row";"1";"24.947580350000003";"10";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"T Bar Row";"2";"24.947580350000003";"8";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"T Bar Row";"3";"24.947580350000003";"10";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Knelt Pulldown";"1";"20.41165665";"11";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Knelt Pulldown";"2";"20.41165665";"7";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Knelt Pulldown";"3";"20.41165665";"9";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Preacher Curl (Machine)";"1";"22.6796185";"9";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Preacher Curl (Machine)";"2";"22.6796185";"6";"";"";"";"";""
"50";"2022-09-02 18:01:49";"Pull";"2908";"Preacher Curl (Machine)";"3";"22.6796185";"7";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Chest Dip";"1";"68.356370159";"9";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Chest Dip";"2";"68.356370159";"11";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Chest Dip";"3";"68.356370159";"12";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Bench Press (Dumbbell)";"1";"17.009713875";"9";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Bench Press (Dumbbell)";"2";"17.009713875";"9";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Bench Press (Dumbbell)";"3";"17.009713875";"11";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Incline Chest Press (Machine)";"1";"27.2155422";"9";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Incline Chest Press (Machine)";"2";"27.2155422";"6";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Incline Chest Press (Machine)";"3";"27.2155422";"6";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Cross Cable Extension";"1";"6.80388555";"10";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Cross Cable Extension";"2";"9.071847400000001";"10";"";"";"";"";""
"51";"2022-09-05 15:11:42";"Push";"3344";"Cross Cable Extension";"3";"6.80388555";"9";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Lat Pulldown (Cable)";"1";"67.13167076";"8";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Lat Pulldown (Cable)";"2";"67.13167076";"10";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Lat Pulldown (Cable)";"3";"67.13167076";"6";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Face Pull (Cable)";"1";"9.979032140000001";"9";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Face Pull (Cable)";"2";"9.979032140000001";"12";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Face Pull (Cable)";"3";"12.473790175000001";"10";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Seated Row (Cable)";"1";"39.916128560000004";"7";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Seated Row (Cable)";"2";"39.916128560000004";"10";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Seated Row (Cable)";"3";"39.916128560000004";"10";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Preacher Curl (Machine)";"1";"22.6796185";"4";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Preacher Curl (Machine)";"2";"22.6796185";"11";"";"";"";"";""
"52";"2022-09-06 17:04:56";"Pull";"3175";"Preacher Curl (Machine)";"3";"22.6796185";"7";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Chest Dip";"1";"68.356370159";"11";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Chest Dip";"3";"68.356370159";"6";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Chest Dip";"4";"68.356370159";"11";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Overhead Press (Dumbbell)";"1";"15.875732950000002";"7";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Overhead Press (Dumbbell)";"2";"15.875732950000002";"9";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Overhead Press (Dumbbell)";"3";"15.875732950000002";"6";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Bench Press (Dumbbell)";"1";"17.009713875";"12";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Bench Press (Dumbbell)";"2";"17.009713875";"9";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Bench Press (Dumbbell)";"3";"17.009713875";"8";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Bench Press (Dumbbell)";"4";"17.009713875";"8";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Cross Cable Extension";"1";"6.80388555";"10";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Cross Cable Extension";"2";"6.80388555";"9";"";"";"";"";""
"53";"2022-09-08 17:48:15";"Push";"3592";"Cross Cable Extension";"3";"6.80388555";"15";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Lat Pulldown (Cable)";"1";"67.13167076";"5";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Lat Pulldown (Cable)";"2";"67.13167076";"10";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Lat Pulldown (Cable)";"3";"67.13167076";"7";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Lat Pulldown (Cable)";"4";"67.13167076";"4";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"T Bar Row";"1";"24.947580350000003";"11";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"T Bar Row";"2";"24.947580350000003";"10";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"T Bar Row";"3";"24.947580350000003";"9";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Knelt Pulldown";"1";"22.452822315000002";"8";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Knelt Pulldown";"2";"22.452822315000002";"10";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Knelt Pulldown";"3";"22.452822315000002";"9";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Brutal Biceps";"1";"9.071847400000001";"8";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Brutal Biceps";"2";"9.071847400000001";"15";"";"";"";"";""
"54";"2022-09-09 16:45:09";"Pull";"3639";"Brutal Biceps";"3";"9.071847400000001";"8";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Chest Dip";"1";"68.356370159";"11";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Chest Dip";"2";"68.356370159";"9";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Chest Dip";"3";"68.356370159";"11";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Overhead Press (Dumbbell)";"1";"17.009713875";"8";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Overhead Press (Dumbbell)";"2";"17.009713875";"6";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Overhead Press (Dumbbell)";"3";"17.009713875";"8";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Incline Chest Press (Machine)";"1";"27.2155422";"7";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Incline Chest Press (Machine)";"2";"27.2155422";"7";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Incline Chest Press (Machine)";"3";"27.2155422";"10";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Cable Y Raise";"1";"6.80388555";"6";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Cable Y Raise";"2";"6.80388555";"9";"";"";"";"";""
"55";"2022-09-19 14:19:44";"Push";"3090";"Cable Y Raise";"3";"6.80388555";"11";"";"";"";"";""
"56";"2022-09-20 12:43:40";"Pull";"2964";"Lat Pulldown (Cable)";"1";"77.1107029";"5";"";"";"";"";""
"56";"2022-09-20 12:43:40";"Pull";"2964";"Lat Pulldown (Cable)";"2";"77.1107029";"5";"";"";"";"";""
